East Anglia,England E & NE,England NW & N Wales,England SE & Central South,S Wales & England SW,Midlands,Scotland E,Scotland W,Scotland N,N Ireland
31.4,58,99.7,29.6,63.5,42.8,105.4,148.6,102.1,170.1
58.1,50.6,82.6,63,71.1,53.8,61.1,97.9,136.8,69.4
121.6,103.5,178.7,168,198.1,131.8,138.2,159.8,159.4,136.2
84.5,131.9,150.2,97.4,128.1,86.5,135.9,119.4,188.3,97.9
28.6,40.3,44.6,32.3,38,32.1,40.1,71.1,90,36.6
79.6,111.8,158.2,108.8,209.3,99.3,179.4,190.9,140.5,130.9
49.8,52.1,43.1,60.7,72.2,53.3,58.6,48.9,57.6,53.7
59.1,61.2,97.2,77.6,119.7,75.2,62.9,116.9,104.1,80.9
67.9,91.5,151.6,110.7,147.2,86.9,154,185.7,161.5,145.2
44,43.6,84.9,50.9,114.9,52.3,61.1,87.4,70.6,79.6
29.1,34.2,49.9,33.3,45.5,32.8,57,78.3,87.9,62.6
57.6,66.6,100.7,62.3,77,75,127.5,155.3,65.5,170.3
18.9,30.1,49.8,24.9,52.9,26.1,58.2,96.3,93.7,67.2
68.5,91.5,146.3,88.4,151.7,101.4,142.8,180.7,104.5,145.6
78.9,76.3,131,67.2,129.4,71.7,74.4,134.3,152,63.8
20.1,40,66.5,20.4,52.6,38.1,69,87.1,107.8,79.2
30.5,60.7,145.1,31.3,84.9,53,82.1,123.6,122.2,82.2
46.7,69.7,174.9,98.6,198.9,87.7,141.5,221.4,189.9,135.4
23.3,30.1,100.9,16.8,52.5,30.2,58.3,130.7,167,54.2
23.1,39.9,104.5,38.7,72.5,42.7,76.9,163.7,207.7,105
41.6,47.2,43,29.3,40.8,28.4,50,69.5,142.6,40.8
33.7,70,85.9,35.5,66.3,55.7,125,112.6,107.8,108.7
69.9,57.8,105.8,88.5,111.3,81.7,65.6,81.9,99.6,95.5
58.6,48,81.5,45.1,64.3,39.5,53.8,91.2,90.8,86
31.7,24.3,30.8,14.7,22.6,27.8,33.5,50.9,77.5,16.7
44.7,79.9,167.8,36,100.9,81.9,98.9,174.9,137.2,117.2
6.3,16.3,56.6,24.7,44.6,19.8,86.4,163.9,149.5,115.1
59.6,110.8,136.7,96.9,175.8,94.6,146.8,124.5,120.3,101.6
54.7,74.6,105.4,92.1,117.4,62.3,142,171.4,171.4,100.4
56.8,64.5,149.3,72.7,149.9,73.8,139.8,245.9,323.6,93.1
53.9,81.9,189.1,87,190.9,98.6,136,192.3,149.5,108.8
33.5,40.1,87.8,73,123.5,59,80.1,99.9,77.8,81.7
25.5,39.9,68.8,18.9,40.3,27.9,86.8,128.2,132.6,60.9
59.6,67.9,113.3,72.1,110,65.1,110.6,137.1,139.1,114.8
49.8,88.9,90.3,40.8,75,63.9,93.5,103.9,81.8,103.8
28.5,37.3,55.6,36.2,40.2,45.2,47.1,65.3,58.8,66.9
54,56.5,79.7,29.5,39.3,41.3,90.3,114.9,96.9,77.4
26.5,24.8,44.7,26.4,50.7,32.8,32,58.3,55.7,63
76,85.7,136.4,68.8,85.8,85.3,116.7,163,212.8,112.3
55.8,68,104.7,63.8,102.1,74.1,67.5,132.7,144.3,58.9
70.1,49.2,105.7,108.1,103.5,51.3,127.1,190.2,203.2,90.1
38.9,76.7,85.9,46.6,103.2,61.2,120.1,149.9,139.8,156.6
75.7,92.5,138,89.9,153.2,96.1,131.9,205.1,195.1,108.1
81.8,120.4,122.8,130.2,164.1,114.8,114.4,106.1,81.5,91.4
21.5,28.8,25,28.6,43.5,21.7,52.7,16.5,62,27.5
28.1,39.5,68.8,32,51.9,32.6,68.2,105.4,123.9,78.5
31.5,40.3,66.8,35,69.6,45.5,73,119.3,86.1,84.5
66.4,79.6,94.7,69.5,93.7,71.5,94.4,108.1,79,114.6
38.6,42.2,60.4,30.1,43.5,56.8,104,106.7,134,92.5
80.9,134.9,177.9,69.3,104.3,107.8,121.9,152.5,127.3,127
16.6,25.7,63,21.9,48.5,20.5,78.8,137.5,151.2,69
50.3,115,169.6,62,131.4,84.7,125.5,190.4,179.7,139.8
52.2,83.5,121.8,76,135.7,69.5,137.2,167.8,133.2,161.9
66.2,87,174.1,99.6,192.3,114,171.8,269.2,285.6,119.4
15.8,40,81.2,32.1,95.5,42.1,81.2,107.1,116.2,98.5
26.2,47.7,46.1,40.8,45.3,34.6,61.9,60.8,100.8,48.6
51.8,58.6,100.5,56.4,97.6,60.8,75.1,81.1,106.3,87.1
52.3,42.5,80.2,59.2,107,57.5,75.5,119.1,93.3,81.7
28,39.3,35,27.2,33.6,30.1,62.7,54.1,40.1,55.4
35.8,41.7,69.1,39.8,70.1,49,73.4,113.8,110,87
43.2,64.6,63,62.8,55.1,74.9,56.1,52.7,79,38.1
35.6,61.2,111.3,50.8,85.7,52.1,111.5,155,127.7,115.3
28.5,31.1,55.5,46.4,94.4,34.9,70.3,127.2,78.7,105.2
51.6,55.4,118.6,61.5,90.3,50.9,96,176.2,155.4,112.1
34.7,103.3,141.1,16.7,46,55.5,83.4,143.2,121.9,121.5
84.6,108.1,152.4,120.1,190.1,117.8,132.3,166.3,185.4,111.9
20.3,32.1,87.9,26.1,64.9,35.1,66.8,142.2,144.4,74.7
25.3,35.9,42.9,35.6,50.6,36.1,40.8,58.3,52.8,70.7
32,36.1,77.5,46.6,77.9,41.9,58.9,120.9,155.6,63.6
24.6,42.5,60.5,29.9,59,50.6,69.6,69.6,68.5,74.2
74.9,69,95.8,60.7,66.8,66,80.7,83.4,100.5,110.5
71.6,57.5,58,81.7,90.4,58.2,62.8,51.3,64.2,60.1
42.7,63.9,80,34.6,64.6,43.2,88,104,91.6,101.4
79.2,65.1,91,97,86,91.4,78.4,100.1,96.3,78.8
28.7,26.3,54.2,29.3,72.1,40.6,64.3,128.8,104,101.2
39.8,70,116.5,54,101.5,71.7,67,104.9,130.8,59.4
36.1,43.1,82.3,71.7,132.1,56.6,105,129.4,73.4,112.3
34,72.9,126.2,48.4,101.3,54.4,145.5,172.6,176.5,92.8
46.9,74.3,153.4,70.6,144.3,71.7,163.5,222.6,208.2,162.4
14.7,50.4,138.2,40.3,83.4,47.5,156.1,219.9,218.5,92.9
52.9,78.7,185.1,82.9,170.4,100.6,161.1,265,212.1,153.7
46.2,43.7,54.9,61.6,67.1,47,54.6,60.4,100,47.7
63,74,90.1,79.4,88.6,88.5,54.4,86.7,75.8,77.6
94.8,50.9,49,114.4,62.7,65.2,58.5,67.9,65.4,47.4
109.2,93.7,116.8,98.5,98.2,76.6,139.1,142.1,153.8,125.5
90.1,90.6,174.9,102.4,152.3,110.5,139.5,221.3,217.9,149.5
68.2,88.1,158,66.2,124.5,86.5,92.6,122,104.5,100.9
127.9,194.4,272.9,186.5,285.3,177.9,212.4,300.3,239.5,169.2
50.7,52.7,109.1,54.9,82.8,52.8,73.2,134,176.2,80.2
32.2,43.3,98.5,61.6,128.6,45.4,92.9,138.3,88.7,93.1
47.7,57.8,127.8,105.4,157.9,74.9,87,157.6,148.9,108.4
67.4,72.5,117.2,89.3,163.3,97.4,110.8,127.7,120.3,111.9
38.7,48.5,77.6,37.1,61.3,44.8,64.3,94.9,63.4,66.9
20.9,40.1,90.5,33.1,60.7,39.9,93.9,166.3,208.7,72.2
46.1,67.5,74.1,74.5,79.1,61.8,80.4,101.6,98.4,69.4
21.4,33.1,53,27.7,43.1,22.9,52,79.7,81.9,44.7
64,57.9,66.8,47.3,105,65.6,56.1,100,56.1,103.1
50.2,83.1,126,57.2,92.1,77.4,122.8,163.2,149.8,151.4
39.6,39.1,61.6,45.1,77.4,44.6,79.6,134,116.4,93.2
29.6,22.2,65.6,50.1,69,23.3,44.3,104.5,119.9,51.9
35.8,55.6,88.3,40,81.9,44.5,49.9,116.9,129,91.9
47.4,53.5,109.9,76.4,108.7,51.1,98.6,145.3,171.7,77
26.3,19,62.2,24.8,52.8,27,45.8,114.5,160.8,73.7
26.5,27.9,65,19.1,44.7,26.7,60.9,122,172.7,70.3
56.6,57.6,126.5,106.5,159,83.1,127.6,163.5,164.5,117.1
48.5,65.1,97.2,52.2,96.7,57.4,79.9,96.3,90.8,66.9
30.7,24.2,38.6,20.8,17.9,16.6,49.4,70.8,71.1,47.7
83.3,42,68.5,111.6,82.4,74.6,37.1,51.4,46.8,66.9
23.4,32.6,65.5,17.6,38.1,36.5,63.7,97.9,86.2,56.2
65.1,89.9,137.2,78.3,144.7,105.4,114.9,152.9,132.8,160.9
52.8,60.2,77.1,51.9,57.4,44,67.4,108.6,133.8,56.7
51.1,64.2,97.8,46.4,71.4,44.3,100.3,127.6,155.3,58.9
54.7,109.8,133.8,105.1,136.2,85.2,170.3,157.6,156.6,110.3
22.2,20.2,48.6,22.1,44,22.1,63.4,133.3,127.5,75.1
86.9,83.1,172.3,130.3,194.8,105.5,113.7,190.4,203.8,124.1
52.7,48.4,100.7,65.6,113.9,58.2,68.3,114.6,155.5,82.5
42.8,48,97.4,39.1,69,45,75.7,111,128.7,76.5
18.9,25.1,42,23.3,35.7,24.6,44.7,63.9,95.2,73.9
39.4,86.1,127.7,52.7,102.6,60.1,159.5,154.8,125.6,115.2
70.3,40.5,54.6,58.5,59.9,65.6,36.6,47.6,36.7,33
17.6,35.5,53.4,19.4,37.8,28.1,57.8,104.8,124.6,66.3
30.7,77.7,132.7,26.9,88.6,46.2,142.9,164.5,125.3,122.6
32,21.2,42.3,34.3,32.6,27.1,42,73.6,79.4,38.8
93.7,137.1,184,128.1,181.1,133.3,171.2,210.5,151.9,131.9
97.4,89.8,106.5,124.6,112.5,85.5,146,145.3,205.8,91.4
58.1,62,117.7,54.6,94.8,63,85.2,157.7,179.9,109.4
29.8,25.3,57,24.9,60.6,32,56.8,108.4,150.6,57.6
31.1,41.4,68.1,38.7,58,39.3,71.6,125.6,149.4,72.8
27,40.4,94,22.6,41.4,38.1,70.4,149.6,134.7,120.9
71.7,53.3,65.3,90.3,120.8,58.2,72.7,91.1,81.3,75.5
67.4,95.7,104.6,57.3,86.9,88,116.5,135.4,84.1,110.9
51.4,85.1,168.4,56.6,104.8,84.6,124.6,153.6,151.7,142.8
47.5,46.7,82.4,44,72.4,70.5,69.6,87.9,74.1,79.2
46.8,58.5,123.3,50.8,90.2,67.3,114,190.4,159.9,104.4
15.4,15.9,22.5,16.1,29.4,18.2,34.9,51.5,51.4,34
77.2,136.7,176.6,152.1,211.5,140.8,163.5,188,84.7,116.9
59,61.7,101.4,64.7,102.9,63.6,74.9,136.8,125.5,84.9
71.6,88.9,141.7,95,154.5,88.7,121,185.1,138.8,100.1
24.7,42.5,111.5,42.5,65,38.7,88.7,171.3,152.6,85.5
38.8,50.6,92.1,32.4,70.5,41.2,65.3,127.4,168,80.2
55.5,86.7,115.9,75.5,115.7,79.5,139.9,167.5,163.9,128.2
70.5,65.4,74.2,69.6,72.4,72.7,53.2,59.8,78.4,83.1
36,55.7,90,47,68,58.4,60.8,90.5,76.8,67
25.8,28.2,73.1,30.5,29.3,43.6,48.8,93,89,69.8
81.6,73.7,118.8,66.1,93.6,71.6,86.1,116.6,66.7,90.1
61.8,58.7,122.7,94.1,130.6,82.5,81.9,133,105.7,82.9
40.4,64.6,130.2,47.5,89.5,59.7,136.8,195.2,182.9,139.2
36.8,43.9,58.7,47.2,71.6,41.8,65.5,55.9,52.5,54.3
27.9,41.1,104.2,29.2,63.8,41.6,75.1,128.6,155,89.5
41.6,40.8,102.8,75.6,126.7,55.3,81.4,168.3,154.1,103.3
19.8,34.3,85,25.6,62.4,33.9,97.2,173.2,165.8,93.5
15,38.7,58.8,13.7,19.8,22.2,43.7,94.9,79.3,63.9
72.1,108.2,96.4,97.1,132.2,79.4,137.2,82.4,69,110
37.9,65,98.4,43.6,83.9,54.6,105.8,122,92.7,109.9
32.3,39.3,51.4,38,43.2,39.3,83.6,86.2,90.3,58.4
93.9,74.9,76.4,87.1,77.5,84.9,49.2,80.4,47.6,55.2
83.4,83.3,144.7,74.1,89.5,87.8,94,150.1,113.3,99
56.5,94.5,88.2,67,61.7,66.3,68,101.1,108.2,67.2
52.6,54.2,93.3,82.9,83.3,72.1,60.2,74.8,73.5,67.3
100.6,85.5,194,162,211.6,98.9,153.5,244.5,204.2,139.5
23.2,24.1,59.8,22.4,47.4,22.9,54.8,92.3,159,46.8
95.5,110.8,188.9,107.3,181.3,115.9,114.8,180.6,130.2,105.9
45.2,71.1,131.4,72,133.7,69.6,106.4,157.7,183.3,97.1
58.1,78.1,151.4,98.3,159.7,82.1,111.5,207.9,141.4,150.4
22.2,21.3,52.9,31.6,35.4,19.1,63.2,96.9,96.9,59.2
50.1,60.3,96.1,55.5,83.7,59.3,107.3,134.2,188.9,67.4
74.5,62.8,73.6,55.6,68.6,55.1,53.5,83.5,103.8,66.6
48.2,47.1,81.3,82.3,104.7,63.8,48,58.3,56.7,105.7
70.3,82.3,126.7,62.6,97.6,69.5,114.8,134.6,103.5,102.7
58.6,96.7,169.5,67.3,155.8,105.2,179.1,226.2,160.2,167
27.7,16.7,16.2,11.3,10.3,14,30.7,53.6,56,34.8
43.1,71,91.9,96.5,146.5,74.7,82.6,85.3,96.8,54.3
81.5,86.5,152.5,105.5,162.8,107.1,127.1,128.5,176.5,102.8
103.2,81.7,160.7,120,208.8,128.3,119.7,176.5,151.1,119.2
37.8,43.9,52.4,34.8,47.2,27.1,51.4,118.6,116.7,47.2
32.7,43.2,125.9,42.4,82.9,52,97.2,209.4,183.4,97.8
54.2,58.2,57.4,56.9,74.6,45.5,59.3,58.3,95.8,43.9
27.6,36.5,82,43.1,67.5,32.3,68.1,132,127.2,68.4
31.5,29.1,55.7,39.5,44.8,35,54.4,95.7,78.4,53.5
66.4,99.4,99,53.2,82.9,61.4,74.8,85.8,92,52.3
12.3,18.2,25.5,9.6,15.4,9.4,55,99.7,116.5,85.2
26.2,63.4,102,26.7,75.9,50.7,57.3,109.8,100.6,63.9
43.6,61.7,111.2,33.8,73.3,48.5,39.8,89.6,119.8,42.3
63.3,75.9,112.8,105,116.2,64.3,88.5,120,83.1,89.8
82.7,99.2,152.1,118.2,156.5,80.7,169.6,199,204.7,119.8
97.9,112.9,209.6,181.7,276,137.5,185.1,272.2,178.3,169.4
73.1,83,106.8,93.3,133.4,104.1,127.9,146.1,105.5,109
34.5,51,72.1,61.5,99.7,46.3,92.1,118.6,110.6,92.1
67.5,74.4,172.1,108.4,189.7,99.4,99.8,176.5,138.3,127.9
5.9,6.8,21,2.3,9.9,7.8,25.5,76.5,132.6,51.1
33.8,67.2,57.7,34.4,49.2,68.2,54.7,59.2,84.4,42.7
72.2,127.7,147,93.9,151.5,117.3,110.3,163.3,106,153.3
73.2,103.3,127.7,50.3,98.9,103.8,65.1,93.9,79.8,112.8
177.6,135.1,187.9,156.7,246.3,167.2,138.8,128.4,156.7,152.7
59.1,54.9,50.5,68.4,31.9,32.6,78.2,92.2,69.3,33.4
51.6,78.2,135.5,91.9,147.3,79.7,124.4,162.8,150.4,90.4
59.1,69.5,123,56.2,94.2,57.2,94.8,156.9,206.6,101.3
61.7,69.5,154,100.8,184.7,93,161.7,302.3,272.1,143.1
68.1,93.7,130.6,111.9,191.2,98.5,128.5,164,93.4,137.6
17,28.1,65.1,29.1,52.4,29.9,58.6,112.8,116.1,45.5
51.9,89.7,152.2,75.1,156.1,105.7,148.6,184.8,177.3,97.9
53.8,73.3,140.7,81.2,146,89,90.8,133.7,100.3,104.8
45,60.3,79.9,53.1,90.1,59.6,110.5,122.9,93.9,94.4
28.8,35.9,87.8,15.9,53.4,29.3,69,108,123.4,84.8
42.2,21.4,38.2,49.5,22.5,27.8,22.8,32.2,39.7,43.2
28.4,32.1,68.3,40.9,47.5,36,40.4,57.3,51.1,34.1
39,54.5,77.9,64,93.5,55,78.9,80.2,80.9,106.8
85.7,80.5,101.5,111.3,128.8,92.9,69.4,112.2,126.2,86.3
56.4,58.4,140.1,84.6,151.4,73.5,93.3,212.1,230.8,103.1
18,40.6,93.3,41,84.9,37,80,152.2,184.9,98.7
36,50.4,100.8,19.2,59.1,37.1,77.4,138.2,168.4,59.6
40.5,48.1,131.5,101.4,144.1,56.9,121.5,212.5,157.9,133.5
91.7,65.3,140.2,128.5,182.1,81.8,124.5,170.4,125.1,127.3
19,22.2,37.9,34,50.1,28.2,47.8,108.5,116.3,49.5
30.2,43.6,69.4,35.3,59.2,41.5,68.1,73.3,103.9,48
45,70.3,56.6,31.9,56.9,61.8,41.3,41.5,59.9,37.1
50,78.1,126.8,66.2,136.1,89.3,85.3,84.9,105.7,66.2
30.4,48.7,93.9,46.2,99,52.7,75,146.7,106.8,102.2
25.3,38,80,29.8,70.4,34.7,39.7,81.6,107.8,47.7
51.9,59.4,52.7,64.3,82.3,57,67.8,66.4,62.4,46.4
65.5,94.2,160,102.8,139.1,93,153,194.7,211.7,127.5
144.7,143.8,215.5,206.5,247.6,157.1,212,238.3,211.2,188.7
74.1,79.1,146.4,105.1,127.3,88.8,93.1,149.6,171.6,101.7
68.3,89.9,165.2,127.4,200,97.7,167.5,214,131.6,121.1
35.9,40.1,52.6,24.3,30.8,27.6,66,90.2,122.3,33.3
21.4,23.5,67.8,33.8,46.8,29.5,57.6,118.1,154,71.8
50.8,43.7,52.6,91.9,73.8,58.6,37.4,35.3,34.9,32.2
28,18,34.7,25.4,51.2,30.8,42,48.7,25.1,64.3
101.4,119.4,124.3,106.3,129.8,133.1,114.1,132.5,125.4,124.4
64.5,77.2,109.4,54.5,68.2,71.1,94.7,82.2,92,92.8
38.9,36.1,34.8,64.3,42.4,28.3,74.3,45.2,119.7,37.4
38.4,36,54.4,85.4,127.5,58,106,92,52,77
65.8,60.2,80.2,74.9,88.8,62.7,86.2,79.6,127.8,73
105.4,148.2,219.5,182.5,256.1,144.6,197.7,200.7,163.1,168.9
33.8,41.3,114.9,37.3,79.2,42.8,122.1,221.2,260.5,89.3
95.5,95.7,135.8,123,176.4,112.4,123.4,171.8,171.3,117.3
93.7,105.3,66.8,103.6,94.6,103.8,92.9,51.8,78.3,50.1
37.2,42.1,88.3,29.1,53.6,37.6,84.9,123.5,101.7,118.8
49.1,75.1,98.1,50,77.6,64.4,112.8,135.5,116.8,155
62.1,60,78.3,59.2,69.9,51.5,95.1,69.1,106.3,61.9
35,66.7,77.4,31.2,44.4,51,138.9,107.1,91.2,70
87.9,77,85.7,91.3,115,73.7,107.5,116,70.3,77.6
33,45.3,88.2,44.7,77.7,36.4,49.7,65.6,66.7,34.9
64,93.5,215.5,128.3,222.7,109.1,180,243.4,229.7,175.3
82.1,94.7,132,120.9,142.9,83.1,157.4,181.9,172.3,117.3
72.3,80.7,95.6,97,112.9,70.5,125.6,166,135.6,85.8
44.5,87.1,69,36.9,47.7,54.3,76.1,88.5,132.1,66.9
19.6,24.1,39.1,26.1,40.2,25.9,28.1,39.7,41.3,63.9
49.3,51.2,76.1,56.4,91.3,55.2,65,80.4,96.2,83.7
43.6,57.9,67.9,52.2,59.5,42.5,57.8,70.2,96.7,74.2
32.6,45.4,79.4,51.1,75.1,67.1,65.4,105,59.3,97.7
45.7,42.6,71.5,69.3,92.3,59.7,62.4,90.5,100.4,63
78,34.2,49.8,102.7,76.4,49,50,55.5,51.6,64.7
117.6,169.2,227.7,145.1,220.1,147.6,161.6,167,148.7,155.2
44.4,34,88.9,43.6,70,46.2,62.1,122.7,159.4,59.2
90.4,86.1,199.5,111.2,179.4,101.6,137.3,277.8,276.1,172.8
39.3,48,127.3,31,76.4,43.7,129.6,251,281,145
26.5,48.4,65.5,43.7,37.3,32.6,54.4,107,110.3,87.2
62.8,63.7,112.9,88.4,132.5,64.7,98.1,162.6,130.6,90.1
23.5,54.2,141.6,33,84,55.5,109,218.8,186.2,128.8
19.5,29.5,52.5,26.9,59.8,32.9,37.9,55.6,57,38.6
75.2,38.1,38.5,72.1,59.5,55.3,28.3,33.3,50.2,39.7
45.4,59,77.9,44.8,49.5,59.2,78.3,83.2,64.6,64.6
22.9,17.6,56.2,26.4,41.6,24.9,35.2,60,89.2,51.7
98.8,94.7,124.7,121.7,131.4,88.8,134.9,115,166.8,103.5
34.4,58.1,95.4,42,78,48.9,78.7,128.8,163.8,100.9
124.1,139.8,272.4,148.6,231.5,161.6,147.2,198.9,178,159
48.9,62.3,135.8,49.4,92.7,46.4,118.9,221.7,168.7,115.1
51.5,44,86,64.2,103.4,50.3,90.6,184.2,152.3,120.2
68.2,91.3,199.2,66.5,185.5,96.5,88.3,195.3,165,129.7
77.5,92.1,130.5,119.5,166.2,97.5,110.8,143.6,110.6,119.1
69.8,52.7,44.6,67.7,111.2,64.2,46.1,30.4,45.3,33
61.2,82.7,155.8,114.8,156.9,116.7,85.8,119.8,120.5,97.4
67.7,47.6,73.3,66.5,71.1,50.9,83.4,100.7,170.2,53.8
13.1,26.2,40.2,11.3,31.9,27.3,32.7,36.7,26.9,51
33.3,28.3,64.5,24.8,45.7,28.3,60.3,131.9,144.9,85.6
71.3,60.5,48.7,52.8,46.4,71.3,24.2,40.4,42.6,21.3
59.5,70,110.5,74.2,92.9,69,70.1,117.4,139.4,94
27.8,40.1,93.5,41.5,65.4,49.7,82.9,142.6,166.2,92.6
39.6,104.5,84.9,25.1,59.3,63.6,71.3,57.8,109.6,52.5
50.8,88.8,87.6,58.9,92.6,49.8,151.9,136.5,169.8,88.7
98.7,97.5,199.6,130.6,209.1,113.2,162.9,260.3,164.2,203.4
53,79.2,152.1,89.3,176.8,86.8,121.2,219.7,233.2,136
15.1,41.8,114.7,18.3,49.7,45.4,106.8,204.6,233.3,76.3
34.1,74.6,156.6,48,134.6,68.3,110,170.1,155.1,94.3
85.9,99.1,148.3,89.2,159.7,118.7,72.2,85.2,93.5,90.6
35.3,79.1,141.2,34.9,78.4,70.6,106.8,172.7,123.9,98.3
40.3,34.4,78.7,50.8,82.2,66.9,33.2,71.8,45.4,64.3
83.8,110.3,187,128.7,158.6,122.1,93.7,130.8,104.9,98.7
40.8,46.7,77.6,39,58.4,35,113.5,148,86.5,68.9
64.3,42.1,93.5,62.7,89.8,52.2,66.3,104.7,109.9,78.6
22,52.8,66.8,57.1,124.5,59.3,91.3,100.5,51.4,144.8
20,32.2,71.7,40.2,70.7,31.9,98,157.9,180.9,106.2
61.1,89,106.6,74.8,132.7,70.9,121.9,152.1,119.5,116.1
50.2,98.1,192.8,75.8,140.9,84.2,141.4,278,262.9,136.5
9,7.2,12.3,11.9,8.2,8.1,22.3,53.3,74.6,29.5
24.3,36.6,134,36.9,102.3,41.8,116.8,232.2,187.4,94.6
35.1,29,42,28.2,30.2,30.8,32.2,55.5,58.9,35.9
28.4,45.1,67.1,40.9,58.9,41,69,95.7,108.1,63.6
10,12.9,13,4.5,9.9,11.3,23.1,28.2,49.2,10.8
9.1,36.2,66.4,9.6,45.1,18.6,79.1,139.4,92.6,111
36.4,115.1,170.9,44.2,107.8,92.8,124.1,180.1,100.5,103.2
38.1,28.5,48.1,32.7,48.5,32.8,49.8,85.3,107.9,40.3
30.7,51.3,87.4,26.7,50.4,51.3,88.3,154.7,163.7,98.7
42.2,55.5,78.6,52.6,98.1,52.7,73.8,99.4,64.8,105.5
36.6,65,164.2,47.6,92.5,68.2,116.6,260.7,273.7,119.3
82.8,83.4,127.4,97.6,141.7,91.2,137.5,171.4,139.9,118.8
51.3,70.1,138.4,71.3,134.6,79.8,96.8,173.9,158.7,118.6
43.4,53.7,83.8,58.9,107.1,57.6,67,70.5,93.4,50.8
65.6,57.3,76.9,83.9,100.8,74,89,92.9,107.8,104.3
27.4,28.5,49,23.1,37.1,27.3,56.7,138.6,159.9,51.2
32.7,38.4,67.3,36.1,39,30.1,52.4,88.4,79,64
99.6,123.2,139.9,98.3,132.3,114.2,116.2,129.4,102.5,106.1
51.4,74.6,115.1,80.8,110.6,118.6,68.3,113.7,116.8,108.2
70.7,82.2,110.4,55.4,94.4,65.4,73.3,89.5,75.9,80.5
24.3,42.5,35.8,33.9,43.3,20.8,62.9,82.8,75.6,41.4
35.2,31.8,70.5,45.7,63.5,36.1,64.8,116.5,121.8,55.4
53.6,94,170.9,97.3,172.1,97.4,102.4,159,175,105.5
36.5,45.2,107.6,41.7,86.5,48.8,99.2,181.7,247.1,108.5
75.2,110.1,187.1,121.7,249.5,129.3,188,179.8,107.1,157.5
42.6,41.9,50.6,57.9,53.7,45.7,49.1,72.5,39.9,59.5
30.5,46.4,93.2,69.8,90.4,61.8,85.3,110.8,93.2,93.5
34.1,67.9,100.5,64,71.9,60.3,90.1,77.8,136.3,53.5
16.9,22.6,35.5,12.4,23,16.1,34.7,69.1,85.9,37.8
59.9,72.3,108.8,40.6,67.9,85.8,75.6,152.6,125.1,77.4
59.1,97.9,175.6,61,102.2,73.1,160.5,226.2,176.6,170.2
48.1,67.5,140.1,54.4,106.3,73,104,223.4,161.2,129.9
96,71.1,206.4,152.6,196.2,101.9,128,241.4,231.1,122.1
55.1,96.6,160.2,51.6,109.5,66.2,109,163.8,170.1,112.6
64.6,75.3,136.1,81.4,127.1,79.9,102.4,180.7,161,122.3
60.1,59.7,109.5,77.3,146.7,72.4,84.4,170.2,121,119.1
26.2,29.7,27.4,14.5,28.7,18.7,43.9,49.4,101,46.2
17.4,27,43.3,35.4,55.8,29.1,28.5,29,52.8,29.8
64.2,44.3,74.2,81.9,102.6,65.4,56.3,96.3,81.7,91
97.8,112.9,153.7,101.9,121.1,124,132.9,128.2,96.6,134.4
48.8,49.4,80.5,65,76,59.1,56.7,92,99.6,86.6
74.2,97.6,139.8,101.3,140.6,95.9,137.7,153.5,136.5,130.6
57.3,68.7,147.6,74.6,139.9,84.6,112.1,149.4,152,145.2
73,74.5,159.2,99.6,157.9,93.5,136.9,190.5,179.9,151.4
100.9,103.6,132.5,112.7,174.7,109.5,109,120.1,120.7,75
59.4,44.6,85,77.3,105.3,60,73.6,125.5,99.4,86
60.5,79.7,187.7,120.4,190.5,90.2,159,241.5,235.2,130.5
30.5,53.6,108.9,79.5,127.3,60.4,97.9,157.6,172.9,91.7
58.3,89.2,177.2,109,182.8,95.7,153.1,157.3,172.2,121.4
31.1,43.7,46.4,17.6,28.4,23.4,66.2,71,116.1,52.1
49.3,71,93.2,65,86.2,56.6,111.5,171.3,129.3,108.4
57.4,85.4,127.6,84.6,131.4,94,136.9,201.1,130.7,133
10.8,4.4,5,3.2,1.6,2.2,19.8,31.2,42.9,22.7
55.6,41.1,66.8,94.1,93.5,65,66.1,76.5,79.2,108.5
64.5,70.8,118.6,71.9,115,71.4,80.4,122.8,76.3,63.4
74.3,82.4,121.2,75.5,113.5,88,108,116,134.4,95.1
65.4,70,154.5,94.3,146.9,91.7,97.4,154.3,128.9,92.3
57.5,66.3,78.8,71.2,93.8,50.8,43.1,53.3,69,66.2
53.1,90.8,114.9,92.8,132.5,72.4,111.6,140.4,164.8,101.9
63.1,79.5,142.8,100.3,173.3,88.6,154.2,231.8,179.1,163.2
55.6,57.7,123.4,63,94.8,64.8,119.9,167.5,98.9,93.1
7.3,24.7,50.2,13.5,27.4,21.6,62,129.1,177.9,53.6
75.2,42.2,60.2,91.2,70.3,56.8,76.1,80.5,85.5,55.6
43.6,60.3,88.5,54.7,62.9,76.3,80.5,97.7,89.2,86.6
69.8,90.7,79.3,75.4,74.7,59.9,99.3,93.7,75.1,70.6
54.2,74.8,119.6,50.3,81.7,61.1,80.1,114.2,76.6,98.3
36.7,69.2,120.1,40.8,89.7,62.5,76.2,145.5,117.1,109.3
37.9,57.4,115.3,23.8,46.8,40.7,112,130.4,138,72.4
63.6,81.8,110,73.3,106.6,70.8,155,184.2,178.8,102.1
90.1,103.3,192.7,172.5,251.4,132.1,169,206.9,156,128.8
16.4,23.5,39.3,14.3,23.2,21.8,38,102.6,163.6,42.8
