East Anglia,England E & NE,England NW & N Wales,England SE & Central South,S Wales & England SW,Midlands,Scotland E,Scotland W,Scotland N,N Ireland
74.7,92.5,157.5,101.3,122.8,95.2,141.1,149.4,152.1,126.8
60.5,104,163.8,72.6,112,107.9,134,148.7,173.8,122.3
86.1,94.7,189,83.3,163.3,121.3,71.2,120.7,118.7,134.2
39.9,57.3,152.3,52.7,110.1,55.2,75.8,180.5,181.1,103.7
48.9,52.1,60.9,74.5,74.5,54.3,55.5,77.6,94.9,43
52.2,61.2,123,65.3,102.9,67.6,139.6,185,227.2,141.3
56.7,64.2,122.9,89.9,123.3,73.7,101.6,182.6,181.6,114.8
74.2,100.8,178.8,72.8,148.7,109.3,90.5,115.4,124.6,116
27.9,62.2,41.9,41.6,44.7,41.6,82.6,44.3,65.6,49.5
27.7,33.6,39.9,28.3,30.4,20.8,53.9,65.4,88,44.8
63.5,78,116.8,61.5,101.9,70.2,88.2,111.4,157,78.8
107.5,92.6,115.2,99.6,108.7,110.1,84.5,95,58.2,147.5
77.7,98.9,118.2,56.7,105,100.8,151.2,134.6,75.8,134.5
79.2,71,118,100.6,131,76.4,115.6,155.5,123.9,130
76.1,64.6,167.5,110.6,190.9,99.7,98,147.7,94.7,114.9
53.2,50.5,121.8,83.9,119.3,70,77.2,152.9,179,80.6
36,22,58.2,60.3,89.2,47.9,32.4,70.5,58.5,56.6
71.5,93.2,109.4,96.2,135.5,84.9,153.9,175.1,129.1,136.2
66.8,68.4,112.4,87.5,158.5,91,70,68.8,172.6,69.7
3.6,11.1,29.2,3.6,13.3,6.2,25.6,66,66.1,31.9
41.9,37.2,70.7,68.8,123,55.5,62.8,115.2,84.5,84.4
45.4,61.7,112.8,66.4,107.7,78.3,84.8,116.7,135.4,86.6
14.8,14.3,42.3,21.4,40.2,25.3,32.9,45.2,53,36.7
25.4,42.8,86.6,28.7,51.4,37.2,70.5,100.9,107.2,62.6
62,51.9,104.5,52.6,80.1,51,96.2,168.3,162.5,96.9
33,16,23.8,43.5,54.5,29.1,34.7,52.8,103.6,34.1
1.7,13.7,20,3.6,8.6,3.9,25.7,56.3,56.9,44.3
46.4,53.8,143.1,73.6,149.6,66.8,117.7,190,192.9,127.1
52.3,100.2,166.6,96.6,215.4,88,177.1,204.2,184.7,124.8
87.3,111.5,223.5,165.8,262,131.2,180.8,260,172.2,166.6
70.4,123.6,181.5,87.1,145.3,125.7,125,131.6,114.8,109.2
39.5,67.9,123.9,65.5,132.3,63.4,110,154.8,114.8,100.3
33.9,43.4,46.9,47.7,72.5,42.9,58.6,66.7,33.8,67.1
14.2,30.9,82.6,25.6,94.7,33.5,87.3,143.8,109.7,75.1
24,35.8,56.3,44.1,51,39.2,55,77.2,49.3,59
44.2,21.2,57.9,55.1,57.4,56.6,55.3,85.3,92,74
79.2,108.1,144.7,91.6,142.4,100.1,95.1,134.6,82.3,164.8
79.4,83.6,122.9,106.5,129.5,99.2,138.5,124.9,146.5,133.9
93.7,66.6,115.4,102.3,154.1,105.9,77.1,102.7,84.5,81.2
128.4,166.3,118.6,195.9,232,147.7,174.5,103.2,68.7,122
86.3,103.1,237.2,136.3,223.6,118.5,135.1,217.4,106.9,111.2
80.2,87.3,145.8,103.3,161.6,91.2,101.2,192.3,173.7,96.5
67.3,98.8,151.5,107.8,167.8,88,108.5,152.9,118.1,117.4
46.6,44.8,105.4,67,101.2,58.2,90.4,165.1,162.5,105.7
8.3,20.3,39.2,2.9,13.5,11.1,44.2,103.7,136.7,38.2
49,68.7,112.3,85.3,148.4,98.2,87.9,139.1,71.5,143.8
27.9,39.8,59.8,30.4,42.4,31.4,47.2,71.8,60,71.8
30.8,40,56.5,32.5,37.5,34.8,40.9,82.3,107.7,50.8
42.6,75.9,116,41.7,63.3,64.4,95.5,129.3,133.5,72.8
56.1,78.8,145.3,40.3,102.8,69.7,119.5,209.3,161.9,94.6
63.5,56.5,109,72.8,105.3,60.8,113.5,200.4,149.8,115.6
82.9,93.8,172.8,97.8,181.7,81.5,148.5,232.7,217,124.7
49.8,44.5,98.2,60.8,75,47.3,72.2,138.1,142.6,71
81.4,74.3,110.5,100.2,124.2,88,101.3,120.1,120.4,95.6
56.5,70.3,170.1,105.9,175,84.1,155.2,291.9,254.5,120.9
19.8,35.1,87.1,14.6,43.9,31.4,79,147.6,176.9,58.2
34.6,32.7,51.7,39.9,66.5,32.4,52.4,60.1,74.7,65.5
44.9,62.2,109,49.9,85.8,67.3,60.5,92.2,76.3,55.7
45.8,61.5,89.9,51,82.4,59.2,63.9,77.8,124.1,70.1
5.6,15.9,53.9,7.1,24.7,13.6,48,92.5,111.4,48.1
73.7,53.5,63.3,49.9,61,50.9,92.4,90.8,59.8,61.4
51.2,98.6,179.3,84.6,139.6,110,145.7,236.9,225.2,122.5
72.5,88.4,138.5,86,134.1,90,150.6,214.2,109.7,178
30.5,19.5,66.2,43.5,46,26.3,46.1,92.7,116.5,49.5
47.3,62.8,78.2,78.8,99.9,50.3,98.5,98.3,94,74.5
46.1,55.2,110,70.4,96.6,56,117.7,173.4,195.8,119.2
24.6,45.5,26.1,19.6,26.4,27.1,54.1,21.4,41.3,38.6
16.3,38.2,23.1,22.1,67.5,21,52.2,34.2,15.6,64.1
65.9,65.4,139.8,101.9,161.9,82.1,135.5,216.5,122.3,114.5
53,55.2,106.7,80.1,118.6,63.8,78.8,107.2,82.8,73.5
48.4,40.7,81.4,45.5,60.2,42,80.7,145.6,136.6,92.7
46.2,83.2,117.2,70.3,93.2,79.4,102.1,97,87.1,99
47.3,48.1,68,41,69.4,47.1,67.4,94.4,84.3,73.6
83.8,116.4,121.8,88.3,115.8,79.6,156.6,134.6,131.3,106.9
47.2,54.7,117.7,68.5,72.8,62.1,93.9,138.9,142.1,84.6
38.8,42.8,102.5,53,76.6,48.9,84.8,193.2,161.6,127.8
84.9,126.8,206.5,154.3,237.7,128.7,195.5,230.6,144.8,180.5
16.1,31,34.9,24.1,46.3,19.7,46.4,58.5,77.7,28.9
19.4,25.8,46.6,21.6,28.1,23.2,41.8,86.2,89.9,54.5
23.7,25.3,30.1,29.9,50.3,26,42.2,45.1,61.5,37.9
71.8,90.2,78.5,94.8,103.9,87.7,94.2,67.7,36.7,90
63.5,51.8,77,73.2,71.7,54.6,75.4,113.4,127.8,62
29.4,28.6,90.8,72.2,81.1,48.9,68.5,130,123.6,64.8
94.4,67.7,68.6,89.3,61.2,69.6,71.6,102.9,84.7,78.5
31.2,39.3,98.9,27.8,68.7,50.2,51.3,117.1,126.9,55.6
27.9,58.3,99.9,30.3,59.8,43.6,125.1,156.8,161.5,112
14.8,31.8,74.2,20.7,48.9,24,92.9,181.3,164.2,89.4
36.9,32.4,105.3,51.6,105.5,42.4,63.8,134.6,107.2,139.3
35.4,32.5,98.5,58.1,99.3,39.9,65.3,157.9,179.1,87.2
42.2,68.7,213.2,70.9,157.3,80.1,113.4,211,185.9,128.3
49.5,76.8,157.8,78,156,80,107.2,191.7,183.3,135.2
20,28.5,18.9,9.9,6.8,14.9,31.3,30.6,61.5,15.1
50.9,57.5,77.6,64.5,100.1,67.3,67.9,102.5,80.8,97.8
56,66.1,89.7,44,64.1,54,80.4,124.1,139.9,85.8
40.6,56.6,88,48.2,78.6,54.6,73.5,98.5,90.2,75.6
53.4,50.8,109.1,58.1,96.2,66.1,88.9,150.3,121.4,100.7
80.8,81.1,109,84.6,130.9,92.1,109.2,125.7,103.5,85.2
60.1,66.4,102.3,66.9,87.7,54.2,77.6,152.4,134.6,105.7
100.6,135.6,170.2,119.2,135.8,134.6,152.4,177.3,159.9,110.1
16.1,31.6,77.3,18.2,41,25.7,93.7,164.2,153.7,85.7
63.6,132.6,108.2,90.7,145.6,86.6,102.3,89.3,119.3,119.3
103.9,97.2,232.2,130.6,265.2,150.4,108.3,208.8,155.8,150
29.6,47.3,66.4,47.8,94.5,43.2,74.4,101.3,69.5,73
63.8,112.9,152.3,113.4,171.2,112.5,121.6,154.9,102.8,161.1
14.9,25.8,81.2,17.6,53.2,33.8,64.4,149.9,200.4,94.7
62.2,86.6,102.4,98.8,152.4,96.5,76.9,87.2,46.9,98.2
40.3,58.4,100.6,56.1,94.6,67,90.3,126.3,123.8,96
69.9,80.7,123.2,68.5,86.1,74.1,139.8,129,156.1,123.9
80.6,66.4,91.3,83.6,71.2,68.5,52.3,63,93.1,56.4
74.1,113.7,110.5,86.1,118.7,98.5,127.6,111,75,74.6
26.9,42.8,107.3,35.4,57.2,45.4,77.8,161.3,115.9,79.7
79.2,90.8,124.6,152.5,178,106.2,125.5,121,136.1,124.7
67,72,125.3,62.3,98.1,69.6,107.7,158.2,187.7,108.6
74.9,74.1,183.1,84.2,169.6,94.8,140.7,256.3,310.4,175
31.8,39.2,79.3,68,110.5,44.3,104.6,133.7,127.7,88
45,72.8,132.4,77.5,144.4,76,116,159.9,152.4,90.3
23.1,43.1,75.7,55.7,80.4,49.1,108.7,185.8,303.1,92.2
58.3,42.6,49.1,51,41.1,35.6,46.7,85.7,98.9,54.9
87.1,128.7,166.6,117.3,160,138.7,149.1,149.6,88.4,121.3
30.4,38.3,63.7,44.9,32.7,33.3,46.6,87.2,86.5,41.3
39,62,118.6,30.7,88.4,48,68.8,142.4,104.2,88.5
44.6,82.2,121.5,60.7,81.1,67.8,77.4,101.3,102.4,105.1
50.5,66,160.9,85.7,160.5,81.7,107,171.5,138.6,144.8
91.8,121,286.1,139.7,258.6,143.2,167.9,298.9,260.8,165.3
54.7,80.4,101.4,59.9,87.5,56.4,89.2,135.3,160.6,97.9
50,50.2,115.7,66.4,113.6,64.5,63.5,131,191.1,111.2
46,46.5,142.8,65.3,118.6,70.8,82.5,164.1,170.5,131.2
32.2,41.9,51.6,50.1,56.7,36.3,65.4,78.4,75.3,43.2
23.7,60.7,134.1,29.2,77.1,48.4,79.2,175,194.6,85.5
41.7,52.7,74.4,65.9,87.5,63.2,77.6,69,68.5,61.5
43.2,61.3,97.8,62.8,88.9,78.8,119.5,101.2,95.1,78.8
67.8,63.3,87.5,75.8,125.6,76.3,47.9,65.2,91,75.3
86.2,102.7,101.7,74.3,105.4,110.2,111.8,95.7,108.1,40.6
88,59,69.4,67.7,65.7,57.9,54.5,89.1,64.5,78.4
122.5,121.7,198.8,156,146.6,128.3,107.9,180.8,77.6,142.5
49.6,75.7,157.2,85.8,128.5,71.5,151.3,235.9,214.9,149.1
43.3,77.4,77.2,47.6,85.9,69.3,75,114.6,71.1,100.9
51.2,72.8,75.6,83.7,128,59.2,86,85,79.3,91.3
57.3,75.8,118.6,90.7,157.7,74.8,127.8,142.6,135.5,134.4
52,66.7,83.9,48.5,84.3,64.9,74.5,62.9,93.4,82.5
57,75.4,69,64.9,86.1,68.5,48.7,31.8,37.7,47
35.1,67.5,85.4,27.5,65.3,56.5,68.3,66,90.5,72
85,87.4,133.3,85.8,134.2,125.1,134.2,97.7,80,105.2
39.6,72.5,84.8,34.2,67.5,45,81.7,104.1,68.7,83.7
73.4,53.7,46.9,68.6,85.3,58.2,48.5,102,105.8,48.9
59.9,48.6,89.5,74,84.5,75.9,73.3,84.4,100.9,60.2
4.4,51.6,68.9,22.5,61.1,34.7,67.5,110.3,193.6,40.3
7.1,17.4,46.5,6.1,26.5,14.4,58.5,145.6,187.1,62.3
81.5,127.2,204.1,118.4,162.9,103.9,117.5,200.9,182.9,139.6
63,66.3,123.8,76,126.5,71,84.6,151.8,107.6,118.5
61.9,84,114.6,103.2,192.3,87.3,125.1,130.3,72.2,108
55.9,59.7,124.1,59.9,130,72.6,99.9,157.6,172.9,130.4
45,48,91.3,51.1,81.2,57.9,57.1,91.8,153.2,86.5
67.6,74.8,143.1,63,93.8,81.6,71.4,118,118.9,88.3
18.7,17,24.9,26.2,34.6,21.4,48.8,81.9,95.7,36.7
28,30.2,65.2,30.9,58.6,44,63.4,80.4,69.8,60.4
44.5,77.2,101.3,59,89.2,60.1,119.2,166.8,162.8,93.7
39.2,65.1,114.7,63,100.9,85.7,115.6,108.9,129.4,109.8
43.6,38.6,111.8,71.9,96.6,47.6,102.7,199.7,148,126.4
26.9,52.7,152.4,19.8,85.5,43.8,100.7,223.8,264.5,120.2
139.1,110.7,203.5,188.2,229.8,147.4,140.9,215.2,205.6,137.6
47.1,58.6,61.1,43,65.4,36.9,61.3,92.3,108.7,43.4
73.1,65.8,99.4,107.2,195.7,91,110.8,132.3,139.6,80.8
15.7,24.9,81,24.6,46.9,29,53.1,131.9,108.7,79
41.5,62.2,81.9,66.2,87.5,56.8,77.2,94.7,115.7,50.2
28.9,51.5,54.4,54.2,52.9,56.3,52,61.9,55.6,87
39,43.3,55.6,51.9,48.7,45.4,67.5,76.3,86.2,64.7
74.8,63.2,94.4,136.5,132,85.8,59.5,74.5,78.2,94.1
36.2,44.8,71.1,25.8,42,41.4,91.8,86.7,71.1,68.8
70.6,117.5,153.5,73.9,125.3,108.7,82.1,124.1,93,108.5
21.3,20,44.5,14,27.7,24.8,34.9,66.3,71,39.9
57.3,41.3,116.7,62.8,96.8,70.3,89.7,194.2,199.7,62.6
80.5,76.1,131.3,64.1,129.4,72.9,89.3,154.1,197.3,129.1
27.1,30.2,45.8,26.4,66.8,33.9,67.8,117.9,190,34
61.8,94.7,123.7,84.7,152.1,86.1,149.6,179,107.1,130.9
34.9,54.8,76,72.1,135.9,64.1,101.7,106.1,75.1,79.2
41.3,65,106.5,68.1,103.7,73.2,63.6,93.1,60.7,114
42,48.9,112.9,62.1,102,54.1,78.7,180.1,121.8,84.8
38.3,62.6,101,58.3,111.7,68.1,104.2,142.8,95.2,117.1
36.2,70.5,124.2,44.3,116.7,67.7,82.9,151,124.8,90.1
50.1,48.3,95.7,38.9,50.4,54.7,47.3,75.3,54.6,73.4
23,25.4,58.9,25,52.7,35.8,54.6,82.5,101.1,60
39,35.2,37,36,44,44.7,16,26.8,50,14.3
7.2,17.6,46.3,28.1,71.2,30.9,35,84.5,90.2,55.8
57.4,75.4,184,79.2,155.5,75.9,98,195.9,204.1,117.7
48.3,57.5,136,108.1,198.4,94.2,96.4,174.7,140,99
16.5,34,77.5,32,74.6,36.9,70.5,142.5,108.2,116.7
20.9,24,76.4,24.7,73.3,36.4,42.3,130.1,162,81.8
13.4,15.4,53.1,17.6,33,21,32.7,84.6,107.7,33.4
52.4,66.3,84.5,54.5,73.4,65.3,69.7,79.8,100.9,58.6
64.6,67.5,94.2,71.4,98.4,75.3,81.5,103.1,107.5,82.6
59.9,56.9,38.3,64.7,48.7,67.5,55.4,98.8,123.8,44.2
64.7,102.7,117.3,50.9,78.3,99.3,82.5,86.1,87.3,81.8
25.2,60.7,126.5,40.4,97.7,49.8,72.2,123.8,130.2,98.9
79.3,61.6,100,81.2,102.9,59,61.7,95.5,139.8,76.3
36.7,47.4,88.9,38.8,63.4,46.9,60.9,81.7,90.2,58.5
29.4,28.1,102.9,32.1,87.2,42.7,82.8,168.4,252.1,115.6
34.6,51.1,126.2,53.1,103.5,52,109.4,207.6,202.1,113
44.9,80.5,196.2,109.8,238.8,96.4,204.8,316.3,245.3,163.1
57.9,61.7,131.7,113.7,179.7,83,88.6,149.2,136.5,101.8
26.2,46.7,66.2,35.4,56.9,39.5,73.5,77.5,53.5,56.3
11.4,18.9,9.9,15.2,15.8,10.2,24.3,11,9.6,27.9
19,24.9,55.4,30,75.3,33.6,65.2,85.3,83.8,81.3
52.9,46,72.3,75.6,73.7,61.7,53.7,79.3,74.8,49.6
46.1,74.6,137.8,51.9,82.2,69.8,75.1,120.2,121.4,95.7
84.4,68,90.7,88.6,123.3,81.8,76,122.5,103.8,82.6
91.8,81.2,194.9,168.2,222.8,113.9,95.7,188.4,143.7,152.6
99.6,102.3,106.7,73,102.7,71.9,87.7,82.2,140.4,71.3
107.9,83.2,164.8,152.9,158,95.6,148.7,226.2,219.2,112.6
32.4,62.6,158.5,53,128.4,56.7,143.5,280.4,315.4,123.7
69.9,74.7,207.7,128,187.4,87,175.5,319.6,267.4,157.4
21.8,24,38.4,28.1,41.6,27.6,40.7,63.6,41.6,35.3
77.2,63.4,63.1,95.2,84.7,73,45,56.9,79.4,60.3
59,65.4,97.3,49.4,82.2,59.5,79,94.8,136.5,66.5
53.4,49.8,39.8,54.7,33.2,36.3,37.8,36.5,53.2,20.5
26.1,28.2,31.6,12.1,12.8,15.4,53.9,70.1,73.9,31.5
34.4,61,110.3,37.2,87.4,61.2,91.5,120.6,110.2,73.8
16.3,55.3,79.2,40.1,72.4,43.5,71.2,80,90.3,54.5
91.6,66.8,146.9,133.9,130.4,72.3,144.9,212.4,175.3,125.3
15.2,27.3,61.8,30.7,52,27.6,48.8,118.2,77.5,91.6
58.1,50.6,105.6,71.5,114.7,48.6,78.6,170.1,165.6,83.1
32.1,46.3,85.1,33.2,58.1,45,40.9,89.8,171,40.8
37.6,65.9,135.9,18.4,62.8,53.1,113.2,215.3,263.7,132.6
18.4,28.3,71.2,32.2,67.2,34.3,59.4,113.4,122,55.3
13.5,36.1,77.1,21.9,85.5,38.8,110.7,154.8,136.2,84.6
13.7,25,45.4,10.7,14.4,16.3,40.7,76.2,78.6,33.1
29.5,83.3,108.3,25.1,60.8,64.3,109.1,161.6,97.1,117.3
11.6,11.6,32.6,14.4,21.4,17.4,34.9,89.9,94.3,58.9
33.2,25.1,47.7,31,29.6,25.4,53.1,73.4,71.7,64.7
40.8,19.7,13.6,18.3,27.2,30.8,24.3,23.5,21.7,17.5
87.6,159.1,187.2,132.4,180,144.2,146.9,125.7,112.6,118.5
98.1,140.5,169,146.6,221.5,122.1,199.8,189.2,163.3,188.1
68.8,38.6,105.5,125,124.5,50.5,84.3,183.5,131.7,72.2
59.8,72.1,87.5,93.4,128.5,80.8,100.2,110.7,87.5,102.4
64.7,96.7,110.4,87.9,136.3,83.2,96.7,124.5,117.4,107.2
81.3,101.5,169.1,103.7,193.7,141.4,128.9,145.7,90.2,161.5
44.7,59.9,92.5,75.4,113.1,58.7,112.6,166.2,127.3,85.5
31.6,44.5,94.2,33.9,59.5,49.1,76,140.6,175.7,79.5
39.9,51.4,48,48.7,62.5,45,63.6,64.4,88.2,28.8
50.6,77.3,114.6,68.9,81.9,95.8,72.1,57.4,73.9,54.3
10.1,19.6,47.1,22,36.5,16.7,46.8,70.2,69.5,54.2
97.4,63.8,83.3,119.1,114.7,92.3,93.8,125,89.8,93.7
16.5,29.1,101.6,23.7,59.5,30,101.1,207.5,157,74
23.2,48,142.8,53.3,107.3,48.4,133.1,246.5,159.5,105.1
55.2,86.8,173.4,84.1,148.3,86.5,134.7,208.3,281.3,127.1
57.4,70.6,122.2,96.6,134.6,77.1,82.4,120.5,77.9,102.6
72.5,99.5,141.2,103.2,152.7,91.4,126.6,177.7,160.8,139.9
46.2,76.4,88,62.3,141.2,57.4,109.6,102.3,78.5,74.7
59.7,54.2,129.6,66.8,125.6,62.6,120.6,217.1,182.5,121.5
44.3,43.1,44,57.2,64.5,42.8,65.4,31.1,45,35.1
48.3,44.4,33.2,54.6,32.2,38.7,41.8,20.7,42.2,31.9
67.1,58.6,82.1,41.8,54.9,60.8,52.4,71.7,69.8,60.8
62,77.2,95.1,77.8,116.9,76.7,86.1,95.4,77.6,73.8
47.3,79.4,116.1,42.3,52.5,61.9,100.7,110.7,84.8,81.2
33.7,57.9,128.6,20.7,45.8,52.2,104.4,239.7,216.1,120.8
6.2,21.2,49.9,6.1,18.3,14.2,42.9,113.4,176.3,55.4
23,45.1,149.8,22.8,90.1,45.6,123,235.3,258.7,122.9
104.8,178.1,161,160,215.7,149.2,200.7,144.9,78.1,198
63.1,61.9,97.4,76.2,122,68.2,75.2,139.9,136.2,91.4
57.2,48.2,43.7,61,89.5,54.2,25.6,43.5,62.9,31.2
88.3,120,157.6,114.4,156,110,139.6,192.7,224,98.8
55.4,49,80.7,61.3,79.1,64.3,82.8,92.9,102.7,85.3
79,110.7,137.5,106.1,134.1,115.3,93.5,80.6,102.9,95.5
32.4,33.3,45.2,43.7,40.1,29.8,54.8,68.4,103.8,55.1
21.1,32.6,45.9,33.9,41.8,26.1,73.6,108.9,125.3,53.3
58.2,87.3,129.9,67.7,124.6,82.1,113.6,170,110.4,138.7
19.2,36.9,90.9,20.2,57.7,32.7,55.2,158.3,169.4,79.4
49.6,65.6,102.2,62.6,115.9,58,135.7,189.3,117.9,132.3
48.6,77.7,168.1,59.7,126.7,71.1,121.7,266.6,250.6,166.8
96.1,123.7,232.6,131.7,233.3,138.5,156.4,210.2,210.1,128.2
38.4,78.2,114.9,53.6,101.8,67.1,98.3,113.1,124.4,112.9
46.8,72.2,134,62.1,138,83.2,91.4,128.6,75.1,98.6
61.5,92.2,120.6,85.3,142.7,89.5,115.2,121.6,81.9,113.5
23.3,12.3,8.5,19.9,22.2,15.6,12.3,13.2,33.5,19.9
15.2,26.6,35.8,26.1,38.4,29.4,26.3,26.5,23.6,34.7
84.1,126.2,147.3,104.7,137.7,111.7,119.4,156.5,140.9,114.1
66.2,51.1,72.7,76.3,71.6,60.4,87,141,128.5,91.6
48.9,103.7,134,65.8,90.4,91.3,108.2,169.6,122.6,87.1
27.8,37.7,105,56.5,102.2,61.3,94.2,247.6,217,128.8
81.1,104.3,203.9,110,167.3,110.5,118.8,201.2,223.5,142.9
49.9,82.6,164.2,50.8,125.4,72.5,130.4,172.7,221.2,89.1
43.7,56.3,167.6,48.1,120.7,57.9,125.5,269.4,263.1,143.1
41.8,40.8,116.6,34.1,70.1,52.7,81.5,198.2,219.1,107.6
24.7,48.4,80.1,28.3,79.9,53.2,60.7,109,120,73.3
92.9,125.4,225.3,134.3,232.1,130.5,124.3,184.7,140.2,131
69,71.7,51.6,41.1,46.9,63.6,23.6,35.4,39.7,45.2
66.9,60,94.9,92.4,132.1,81.1,73.9,110,61.1,144.9
32.2,37.6,83.1,42.9,56,38,73.9,118.7,105.7,86.4
57.8,56.1,75.8,48.2,58.5,35.5,74.1,111.7,84.1,81.2
29.7,43.2,57.9,32.6,28.5,54,21.5,57.6,77,42.3
77.8,105.6,192.3,134.9,206.5,127.7,179.5,274.5,232.7,174.1
70.5,93.9,209.9,97.9,193.5,90.8,152.8,225,261.4,150.8
37.4,61,152.3,43.3,85.9,54.6,125,252.6,309.4,93.7
53.4,58.4,81.7,96.3,162.7,78.4,80.4,69.9,83.1,94.7
37.3,70.1,125.1,47.7,116.6,60.7,112.1,185.8,150.2,106.4
19.5,24.2,82.8,39.5,92.4,33.4,78.1,150.6,119.3,90.5
53.6,71.5,145.2,81.4,152.6,94.2,110.6,182.4,173.2,114
13.2,13.8,28.8,19.7,32.3,24.7,34,44.6,60.3,24.2
57.3,36.3,57.9,46.2,39,32.6,67.2,96.6,113.2,66.4
98.8,130.4,120.8,85.1,128,133.6,59.6,90.3,28.4,118.6
24.7,28.3,44.5,31.7,51.8,28.2,41.6,50.7,60.9,21.1
52.8,75.1,142.1,57.2,97,83.2,109.7,169.8,194.4,93.5
50.2,55.6,110.9,66.2,116.2,71.1,147.1,226,223,98.2
122.4,85.5,134.2,152.5,166.6,73.6,196.1,211.6,158.9,125.6
72.2,87.9,202.6,110.3,194.2,96.5,151.5,270.7,249.9,163.1
54.6,69.2,171.8,93.3,167.8,76.5,136.1,249.9,231,144.9
42.3,61.6,187.6,72.2,175.7,80,140.5,259.4,308.1,121
40.9,46.3,49.7,34.6,39.9,30.2,52.2,59.3,68,48.1
37,60.3,124.2,44.4,78.8,55.3,92.8,190.3,184.7,116.4
92.1,100.3,100,101.8,113.5,107.7,77.3,65.2,64.7,56.4
93.6,98.9,124.7,98.2,136.1,111.5,124.1,112.1,63.8,81.7
22.2,34.8,56.7,39,48.1,21.9,71,85.2,81.8,51.2
31.5,38.1,42,28.3,24,43.8,24.6,54.3,59.4,22.9
12.8,25.9,59.4,22,51.4,27.2,28.7,49.3,63.6,34.5
64.5,79.8,147.5,69,145.9,89.2,135.7,179.8,182.7,111.6
38.9,58.2,168.7,60.2,122,64.7,132.8,308.4,293.9,136.1
48.4,39.3,61.1,44,66.9,42.6,29.7,54.5,73.8,40.8
42.7,106.8,176.2,84,158.8,94.9,149.7,229.9,287.6,140.8
83.1,113.1,188.7,133.5,224.8,114.1,180.1,258,215.5,183.1
37,42,80.7,39.4,86,51.8,78.7,131.9,117.9,113.3
46.5,71.4,55.2,74,56.3,55.6,126.8,83.4,96,74.8
12.7,13.8,17.8,4.4,7.9,8.7,23.6,60,93.8,30.7
72.9,43.4,37.7,82.5,62.8,58.7,27.7,18,23.7,22.6
50.2,43.9,64.3,28.7,30.9,44.8,56.6,76.6,67.9,59.4
24.4,22.9,30.7,29.5,35.3,18.3,45.4,55.1,59.2,53.8
41.4,60.3,79.9,31.7,64.4,62,30.8,67.9,53.4,72.5
93.4,103.1,168.5,79.5,146,104.3,127.2,181,182,106.3
54.6,60,160.8,98,151.9,74.4,138.9,261.1,234.8,115.5
76.4,132.7,196.8,116,205.1,127.1,262.4,238.9,200.3,116.3
44.9,42.7,114.9,93.1,132.1,54.4,112.7,191.8,185.9,120.1
54.8,79.3,72.7,67.2,101.9,55.6,84.3,71,95.1,74.6
12.3,8.1,31.3,34,51.4,28.5,23.5,50.9,62.6,37.4
40.8,66.6,85.4,56.4,97.8,50.1,87.1,97.3,101.7,89.3
41.9,62.7,108.7,45.9,96.2,61.5,89.7,110.5,133.5,76.6
53.1,71.9,74.7,56.6,60.6,72.2,76.1,67.7,75.4,77.4
109.4,62.5,99.2,88.5,114.3,95.1,91.2,76.1,83.6,76.6
50,79.8,112.1,52.6,81.9,62.1,144.4,217.8,147.3,115.9
55.2,96.3,191.3,104,176.2,85.9,184.2,294.4,215.7,191.2
14.5,53.4,103.7,18.9,55.7,28.8,157.6,268.6,172.8,156.5
14.5,32.5,75.8,29.7,78.9,46.4,46,95.9,100.2,48.3
51.4,80.3,120,58.1,86.5,66.3,115,137,165.1,91.2
84.5,84.9,177.3,120.5,193.9,101.6,144.6,216.6,212,98.9
64.1,85.7,164.4,121.5,174.2,108.2,140.5,207.3,221.3,158.6
17,37.2,9,15.4,6.2,16.7,36.9,7.4,17.6,5.4
53.1,57,129.5,65,107,65.7,91.8,212.8,198,117.8
59.3,95.1,98.1,66.6,96.9,82.8,81.1,91.4,74.5,105.8
53.8,88.6,114.3,65,111,79.7,139.9,224.4,173.3,129.5
20.9,36.3,58.6,21.9,71.9,37.3,62,68,58.1,47.4
54.6,40.4,82.8,43.9,70.8,42.8,65.1,102.1,93.7,73.9
86.5,122,130.9,93.9,150.1,115.4,114.7,132.9,114.5,143.5
28.4,21.4,18.9,35.5,29.9,17,32.1,56.1,88.9,9.1
71.3,60.1,151.8,85,133.7,77.5,91.7,204.2,183.9,110.4
62.7,68.4,185.3,117,204.9,95,129.5,290.4,260.5,133.4
69.5,108.2,246.5,98.4,215.9,113.2,194.4,342.6,295.6,163.7
22.1,43,46.2,19.9,28,24.1,62.2,80,76.8,48.7
28.7,47.8,83.8,43.4,99.8,45,63.2,101.1,95.9,64.3
45.6,84.2,143.8,72,116.9,76,113.4,185.3,166.1,107.3
42.9,61.5,67.5,56.4,89.2,61.1,74.3,74.1,60.1,47.5
53.1,42.7,57.1,43.2,43.9,41.2,57.8,79.4,85,41.7
93.8,95.6,134.4,86.1,106.6,112.5,103.2,105.7,90.4,98.9
80.5,74.3,114.1,75.1,60.2,56.4,92.1,123.8,114.7,71.7
91.6,82.6,105.9,46.2,36.3,60.5,95.2,167.7,101.5,119.7
38,58.9,117.7,42.9,80.1,54.2,88,179.4,175.6,86.4
130,116.1,207,187.1,233,134.1,134.4,202.1,153.1,139.9
53.5,63,101.3,72.7,121.5,64.5,75.3,129.2,131.4,86.5
25.2,47.9,121.5,33.3,110.3,44,93.4,188,145.3,70.4
